Geo Point;Geo Shape;PTCAR ID;TAF/TAP code;Symbolic name;Abbreviation BTS French short;Abbreviation BTS Dutch short;Abbreviation BTS French complete;Abbreviation BTS Dutch complete;Short name in French;Short name in Dutch;Middle name in French;Middle name in Dutch;Complete name in French;Complete name in Dutch;Classification NL;Classification EN;Classification FR
50.8079314339937, 4.925636678946889;"{""coordinates"": [4.925636678946889, 50.8079314339937], ""type"": ""Point""}";1146;BE01146;FTNN;TIENEN;TIENEN;TIENEN;TIENEN;Tirlemont;Tienen;Tirlemont;Tienen;Tirlemont;Tienen;Station;Station;Gare
51.10757473497731, 3.386700586663826;"{""coordinates"": [3.386700586663826, 51.10757473497731], ""type"": ""Point""}";797;BE00797;FIA;MARIA-AALTER;MARIA-AALTER;MARIA-AALTER;MARIA-AALTER;Maria-Aalter;Maria-Aalter;Maria-Aalter;Maria-Aalter;Maria-Aalter;Maria-Aalter;Stopplaats;Stop in open track;Point d'arrêt
49.93372052397986, 5.043616894147011;"{""coordinates"": [5.043616894147011, 49.93372052397986], ""type"": ""Point""}";480;BE00480;MGD;GRAIDE;GRAIDE;GRAIDE;GRAIDE;Graide;Graide;Graide;Graide;Graide;Graide;Stopplaats;Stop in open track;Point d'arrêt
50.79612575604862, 4.373898950394146;"{""coordinates"": [4.373898950394146, 50.79612575604862], ""type"": ""Point""}";824;BE00824;GDI;VIVIER D'OIE;DIESDELLE;VIVIER D'OIE;DIESDELLE;Vivier d'Oie;Diesdelle;Vivier d'Oie;Diesdelle;Vivier d'Oie;Diesdelle;Stopplaats;Stop in open track;Point d'arrêt
51.037499464688636, 4.772796366390144;"{""coordinates"": [4.772796366390144, 51.037499464688636], ""type"": ""Point""}";187;BE00187;GB;BOOISCHOT;BOOISCHOT;BOOISCHOT;BOOISCHOT;Booischot;Booischot;Booischot;Booischot;Booischot;Booischot;Stopplaats;Stop in open track;Point d'arrêt
50.82579327658622, 3.224088411817595;"{""coordinates"": [3.224088411817595, 50.82579327658622], ""type"": ""Point""}";160;BE00160;MIM;BISSEGEM;BISSEGEM;BISSEGEM;BISSEGEM;Bissegem;Bissegem;Bissegem;Bissegem;Bissegem;Bissegem;Stopplaats;Stop in open track;Point d'arrêt
50.781855330951956, 3.046976838293909;"{""coordinates"": [3.046976838293909, 50.781855330951956], ""type"": ""Point""}";1229;BE01229;LWK;WERVIK;WERVIK;WERVIK;WERVIK;Wervik;Wervik;Wervik;Wervik;Wervik;Wervik;Stopplaats;Stop in open track;Point d'arrêt
50.406741726327766, 4.948563267648817;"{""coordinates"": [4.948563267648817, 50.406741726327766], ""type"": ""Point""}";1043;BE01043;SB;SART-BERNARD;SART-BERNARD;SART-BERNARD;SART-BERNARD;Sart-Bernard;Sart-Bernard;Sart-Bernard;Sart-Bernard;Sart-Bernard;Sart-Bernard;Stopplaats;Stop in open track;Point d'arrêt
51.002749921068165, 3.796939037051605;"{""coordinates"": [3.796939037051605, 51.002749921068165], ""type"": ""Point""}";815;BE00815;FML;MELLE;MELLE;MELLE;MELLE;Melle;Melle;Melle;Melle;Melle;Melle;Stopplaats;Stop in open track;Point d'arrêt
50.777890962664365, 4.329808312415132;"{""coordinates"": [4.329808312415132, 50.777890962664365], ""type"": ""Point""}";837;BE00837;MOE;MOENSBERG;MOENSBERG;MOENSBERG;MOENSBERG;Moensberg;Moensberg;Moensberg;Moensberg;Moensberg;Moensberg;Stopplaats;Stop in open track;Point d'arrêt
50.67864345114512, 5.321422014482167;"{""coordinates"": [5.321422014482167, 50.67864345114512], ""type"": ""Point""}";991;BE00991;FMU;REMICOURT;REMICOURT;REMICOURT;REMICOURT;Remicourt;Remicourt;Remicourt;Remicourt;Remicourt;Remicourt;Station;Station;Gare
50.90182412616037, 3.897482385381147;"{""coordinates"": [3.897482385381147, 50.90182412616037], ""type"": ""Point""}";1130;BE01130;MTH;TERHAGEN;TERHAGEN;TERHAGEN;TERHAGEN;Terhagen;Terhagen;Terhagen;Terhagen;Terhagen;Terhagen;Stopplaats;Stop in open track;Point d'arrêt
50.95636089869388, 4.748012297469645;"{""coordinates"": [4.748012297469645, 50.95636089869388], ""type"": ""Point""}";1238;BE01238;LWZ;WEZEMAAL;WEZEMAAL;WEZEMAAL;WEZEMAAL;Wezemaal;Wezemaal;Wezemaal;Wezemaal;Wezemaal;Wezemaal;Stopplaats;Stop in open track;Point d'arrêt
50.46967181239604, 4.098467909523017;"{""coordinates"": [4.098467909523017, 50.46967181239604], ""type"": ""Point""}";1136;BE01136;LU;THIEU;THIEU;THIEU;THIEU;Thieu;Thieu;Thieu;Thieu;Thieu;Thieu;Stopplaats;Stop in open track;Point d'arrêt
50.81658982280488, 3.825714387767464;"{""coordinates"": [3.825714387767464, 50.81658982280488], ""type"": ""Point""}";1085;BE01085;FRD;LIERDE;LIERDE;LIERDE;LIERDE;Lierde;Lierde;Lierde;Lierde;Lierde;Lierde;Stopplaats;Stop in open track;Point d'arrêt
50.61882981688033, 3.49566068071467;"{""coordinates"": [3.49566068071467, 50.61882981688033], ""type"": ""Point""}";533;BE00533;FHV;HAVINNES;HAVINNES;HAVINNES;HAVINNES;Havinnes;Havinnes;Havinnes;Havinnes;Havinnes;Havinnes;Station;Station;Gare
50.66104886044587, 3.793534075384883;"{""coordinates"": [3.793534075384883, 50.66104886044587], ""type"": ""Point""}";989;BE00989;FXR;REBAIX;REBAIX;REBAIX;REBAIX;Rebaix;Rebaix;Rebaix;Rebaix;Rebaix;Rebaix;Stopplaats;Stop in open track;Point d'arrêt
50.73856640826248, 4.245188244191178;"{""coordinates"": [4.245188244191178, 50.73856640826248], ""type"": ""Point""}";506;BE00506;FHBV;HALLE-GOED;HALLE-GOED;HALLE-GOEDEREN;HALLE-GOEDEREN;Halle-Goed;Halle-Goed;Halle-Goederen;Halle-Goederen;Halle-Goederen;Halle-Goederen;Station;Station;Gare
50.645568864411956, 4.56554152667738;"{""coordinates"": [4.56554152667738, 50.645568864411956], ""type"": ""Point""}";289;BE00289;LCN;COURT-ST-ET;COURT-ST-ET;COURT-SAINT-ETIENNE;COURT-SAINT-ETIENNE;Court-St-Et;Court-St-Et;Court-Saint-Etienne;Court-Saint-Etienne;Court-Saint-Etienne;Court-Saint-Etienne;Stopplaats;Stop in open track;Point d'arrêt
50.874198889945404, 3.698421279546744;"{""coordinates"": [3.698421279546744, 50.874198889945404], ""type"": ""Point""}";1076;BE01076;FNZ;ST-D-BOEKEL;ST-D-BOEKEL;SINT-DENIJS-BOEKEL;SINT-DENIJS-BOEKEL;St-D-Boekel;St-D-Boekel;Sint-Denijs-Boekel;Sint-Denijs-Boekel;Sint-Denijs-Boekel;Sint-Denijs-Boekel;Stopplaats;Stop in open track;Point d'arrêt
51.091684329214274, 4.492767295335319;"{""coordinates"": [4.492767295335319, 51.091684329214274], ""type"": ""Point""}";336;BE00336;FDF;DUFFEL;DUFFEL;DUFFEL;DUFFEL;Duffel;Duffel;Duffel;Duffel;Duffel;Duffel;Stopplaats;Stop in open track;Point d'arrêt
51.01631183819492, 4.200760136726267;"{""coordinates"": [4.200760136726267, 51.01631183819492], ""type"": ""Point""}";231;BE00231;FGN;BUGGENHOUT;BUGGENHOUT;BUGGENHOUT;BUGGENHOUT;Buggenhout;Buggenhout;Buggenhout;Buggenhout;Buggenhout;Buggenhout;Stopplaats;Stop in open track;Point d'arrêt
51.07092770112268, 4.495807348133646;"{""coordinates"": [4.495807348133646, 51.07092770112268], ""type"": ""Point""}";1083;BE01083;FWA;ST-KAT-WAVER;ST-KAT-WAVER;SINT-KATELIJNE-WAVER;SINT-KATELIJNE-WAVER;St-Kat-Waver;St-Kat-Waver;Sint-Katelijne-Waver;Sint-Katelijne-Waver;Sint-Katelijne-Waver;Sint-Katelijne-Waver;Stopplaats;Stop in open track;Point d'arrêt
50.89692470109805, 3.879519908406242;"{""coordinates"": [3.879519908406242, 50.89692470109805], ""type"": ""Point""}";563;BE00563;FHZ;HERZELE;HERZELE;HERZELE;HERZELE;Herzele;Herzele;Herzele;Herzele;Herzele;Herzele;Stopplaats;Stop in open track;Point d'arrêt
50.75154826326621, 4.258657550563639;"{""coordinates"": [4.258657550563639, 50.75154826326621], ""type"": ""Point""}";232;BE00232;FGU;BUIZINGEN;BUIZINGEN;BUIZINGEN;BUIZINGEN;Buizingen;Buizingen;Buizingen;Buizingen;Buizingen;Buizingen;Station;Station;Gare
50.72369800894415, 4.014372844199131;"{""coordinates"": [4.014372844199131, 50.72369800894415], ""type"": ""Point""}";559;BE00559;FRE;HERNE;HERNE;HERNE;HERNE;Herne;Herne;Herne;Herne;Herne;Herne;Stopplaats;Stop in open track;Point d'arrêt
51.334177499078464, 3.240489638663327;"{""coordinates"": [3.240489638663327, 51.334177499078464], ""type"": ""Point""}";540;BE00540;FHI;HEIST;HEIST;HEIST;HEIST;Heist;Heist;Heist;Heist;Heist;Heist;Stopplaats;Stop in open track;Point d'arrêt
50.90358929255643, 4.672141055672479;"{""coordinates"": [4.672141055672479, 50.90358929255643], ""type"": ""Point""}";553;BE00553;FET;HERENT;HERENT;HERENT;HERENT;Herent;Herent;Herent;Herent;Herent;Herent;Stopplaats;Stop in open track;Point d'arrêt
50.84789439014817, 4.188037451634185;"{""coordinates"": [4.188037451634185, 50.84789439014817], ""type"": ""Point""}";2131;BE02131;2131;L50A-S135;L50A-S135;LIJN 50A-SEINEN B135/A148;LIJN 50A-SEINEN B135/A148;L50A-S135;L50A-S135;Lijn 50A-S.B135/A148;Lijn 50A-S.B135/A148;Lijn 50A-Seinen B135/A148;Lijn 50A-Seinen B135/A148;Blocksein met melding;Net borde;Signal de bloc avec repérage
50.69197975199437, 4.575848696098152;"{""coordinates"": [4.575848696098152, 50.69197975199437], ""type"": ""Point""}";739;BE00739;GLM;LIMAL;LIMAL;LIMAL;LIMAL;Limal;Limal;Limal;Limal;Limal;Limal;Stopplaats;Stop in open track;Point d'arrêt
51.18231715581698, 4.447187644772542;"{""coordinates"": [4.447187644772542, 51.18231715581698], ""type"": ""Point""}";864;BE00864;GMOD;DEURNESTWG;DEURNESTWG;MORTSEL-DEURNESTEENWEG;MORTSEL-DEURNESTEENWEG;Deurnestwg;Deurnestwg;Mortsel-Deurnestwg;Mortsel-Deurnestwg;Mortsel-Deurnesteenweg;Mortsel-Deurnesteenweg;Stopplaats;Stop in open track;Point d'arrêt
50.89654505809275, 4.584930600736926;"{""coordinates"": [4.584930600736926, 50.89654505809275], ""type"": ""Point""}";368;BE00368;MRP;ERPS-KWERPS;ERPS-KWERPS;ERPS-KWERPS;ERPS-KWERPS;Erps-Kwerps;Erps-Kwerps;Erps-Kwerps;Erps-Kwerps;Erps-Kwerps;Erps-Kwerps;Stopplaats;Stop in open track;Point d'arrêt
50.94318180227395, 3.982544127196197;"{""coordinates"": [3.982544127196197, 50.94318180227395], ""type"": ""Point""}";1186;BE01186;FVH;VIJFHUIZEN;VIJFHUIZEN;VIJFHUIZEN;VIJFHUIZEN;Vijfhuizen;Vijfhuizen;Vijfhuizen;Vijfhuizen;Vijfhuizen;Vijfhuizen;Stopplaats;Stop in open track;Point d'arrêt
50.687655087352056, 3.824299419853787;"{""coordinates"": [3.824299419853787, 50.687655087352056], ""type"": ""Point""}";952;BE00952;FAP;PAPIGNIES;PAPIGNIES;PAPIGNIES;PAPIGNIES;Papignies;Papegem;Papignies;Papegem;Papignies;Papegem;Stopplaats;Stop in open track;Point d'arrêt
50.58696925909204, 3.873974629508698;"{""coordinates"": [3.873974629508698, 50.58696925909204], ""type"": ""Point""}";247;BE00247;FUC;CAMBRON-CAST;CAMBRON-CAST;CAMBRON-CASTEAU;CAMBRON-CASTEAU;Cambron-Cast;Cambron-Cast;Cambron-Casteau;Cambron-Casteau;Cambron-Casteau;Cambron-Casteau;Stopplaats;Stop in open track;Point d'arrêt
50.60537053983336, 5.53695657290209;"{""coordinates"": [5.53695657290209, 50.60537053983336], ""type"": ""Point""}";2011;BE02011;LGR;OUGREE;OUGREE;OUGREE;OUGREE;Ougrée;Ougrée;Ougrée;Ougrée;Ougrée;Ougrée;Stopplaats;Stop in open track;Point d'arrêt
50.86638979130907, 4.243574071280418;"{""coordinates"": [4.243574071280418, 50.86638979130907], ""type"": ""Point""}";328;BE00328;FKB;DILBEEK;DILBEEK;DILBEEK;DILBEEK;Dilbeek;Dilbeek;Dilbeek;Dilbeek;Dilbeek;Dilbeek;Stopplaats;Stop in open track;Point d'arrêt
50.944395574176696, 4.663253957778934;"{""coordinates"": [4.663253957778934, 50.944395574176696], ""type"": ""Point""}";507;BE00507;HBS;HAMBOS;HAMBOS;HAMBOS;HAMBOS;Hambos;Hambos;Hambos;Hambos;Hambos;Hambos;Stopplaats;Stop in open track;Point d'arrêt
50.817918890620895, 4.29153935389493;"{""coordinates"": [4.29153935389493, 50.817918890620895], ""type"": ""Point""}";2089;BE02089;ANDL;ANDERLECHT;ANDERLECHT;ANDERLECHT;ANDERLECHT;Anderlecht;Anderlecht;Anderlecht;Anderlecht;Anderlecht;Anderlecht;Stopplaats;Stop in open track;Point d'arrêt
50.81765222720072, 4.314635011467654;"{""coordinates"": [4.314635011467654, 50.81765222720072], ""type"": ""Point""}";416;BE00416;FOVRQ;FOREST-Q.SV;VORST-DNST.P;FOREST-VOITURES-QUAI SERVICE;VORST-RIJTUIGEN-DIENSTPERRON;Forest-Q.Sv;Vorst-Dnst.p;Forest-V-Quai Serv;Vorst-R-Dienstperron;Forest-Voitures-Quai Service;Vorst-Rijtuigen-Dienstperron;Diensthalte;Service stop;Point d'arrêt de service
51.29127619573104, 4.294477454638582;"{""coordinates"": [4.294477454638582, 51.29127619573104], ""type"": ""Point""}";1324;BE01324;VHALT;V.HALTERMAN;V.HALTERMAN;VERB.HALTERMAN;VERB.HALTERMAN;V.Halterman;V.Halterman;Verb.Halterman;Verb.Halterman;Verb.Halterman;Verb.Halterman;Verbinding;Connection;Raccordement
50.56741713850801, 5.366845895531497;"{""coordinates"": [5.366845895531497, 50.56741713850801], ""type"": ""Point""}";1336;BE01336;RDUMO;R.DUMONT-W;R.DUMONT-W;RACC.DUMONT-WAUTHIER;RACC.DUMONT-WAUTHIER;R.Dumont-W;R.Dumont-W;Racc.Dumont-Wauthier;Racc.Dumont-Wauthier;Racc.Dumont-Wauthier;Racc.Dumont-Wauthier;Verbinding;Connection;Raccordement
51.296168471020415, 4.358858036934712;"{""coordinates"": [4.358858036934712, 51.296168471020415], ""type"": ""Point""}";59;BE00059;FNCHW;ANTW-N-P.CHW;ANTW-N-P.CHW;ANTWERPEN-NOORD-PERRON CHW;ANTWERPEN-NOORD-PERRON CHW;Antw-N-P.CHW;Antw-N-P.CHW;Antw-Nd-Perron CHW;Antw-Nd-Perron CHW;Antwerpen-Noord-Perron CHW;Antwerpen-Noord-Perron CHW;Diensthalte;Service stop;Point d'arrêt de service
51.08610262031723, 4.352958403760934;"{""coordinates"": [4.352958403760934, 51.08610262031723], ""type"": ""Point""}";1972;BE01972;VCLST;V.CLUSTER;V.CLUSTER;VERB.BEDRIJVENCLUSTER PUURS;VERB.BEDRIJVENCLUSTER PUURS;V.Cluster;V.Cluster;Verb.Cluster Puurs;Verb.Cluster Puurs;Verb.Bedrijvencluster Puurs;Verb.Bedrijvencluster Puurs;Verbinding;Connection;Raccordement
50.60647571597552, 5.572330520059823;"{""coordinates"": [5.572330520059823, 50.60647571597552], ""type"": ""Point""}";358;BE00358;NKREL;KINKEMP-REL;KINKEMP-REL;KINKEMPOIS-RELAIS;KINKEMPOIS-RELAIS;Kinkemp-Rel;Kinkemp-Rel;Kinkempois-Relais;Kinkempois-Relais;Kinkempois-Relais;Kinkempois-Relais;Diensthalte;Service stop;Point d'arrêt de service
50.879769794615065, 4.411814412972347;"{""coordinates"": [4.411814412972347, 50.879769794615065], ""type"": ""Point""}";509;BE00509;HMIVB;R.HAREN-STIB;V.HAREN-MIVB;RACC.HAREN-STIB;VERB.HAREN-MIVB;R.Haren-STIB;V.Haren-MIVB;Racc.Haren-STIB;Verb.Haren-MIVB;Racc.Haren-STIB;Verb.Haren-MIVB;Verbinding;Connection;Raccordement
51.11574105663128, 5.016954560844463;"{""coordinates"": [5.016954560844463, 51.11574105663128], ""type"": ""Point""}";1448;BE01448;VIVAR;V.IVAREM;V.IVAREM;VERB.IVAREM;VERB.IVAREM;V.Ivarem;V.Ivarem;Verb.Ivarem;Verb.Ivarem;Verb.Ivarem;Verb.Ivarem;Verbinding;Connection;Raccordement
50.6265230058953, 3.847030676482783;"{""coordinates"": [3.847030676482783, 50.6265230058953], ""type"": ""Point""}";796;BE00796;RCO;LE COUCOU;LE COUCOU;LE COUCOU-BASE LGV;LE COUCOU-BASE LGV;Le Coucou;Le Coucou;Le Coucou-Base LGV;Le Coucou-Base LGV;Le Coucou-Base LGV;Le Coucou-Base LGV;Dienstinstallatie;Service installation;Installation de service
51.07213268094138, 3.742896727225206;"{""coordinates"": [3.742896727225206, 51.07213268094138], ""type"": ""Point""}";1488;BE01488;T017;L204 - L58/2;L204 - L58/2;LIJN 204-KRUISING LIJN 58/2;LIJN 204-KRUISING LIJN 58/2;L204 - L58/2;L204 - L58/2;L204-Kruising L58/2;L204-Kruising L58/2;Lijn 204-Kruising lijn 58/2;Lijn 204-Kruising lijn 58/2;Rooster;Grid;Gril
51.281087266292516, 4.272170205760659;"{""coordinates"": [4.272170205760659, 51.281087266292516], ""type"": ""Point""}";1710;BE01710;VNONA;V.NOVA NATIE;V.NOVA NATIE;VERB.NOVA NATIE;VERB.NOVA NATIE;V.Nova Natie;V.Nova Natie;Verb.Nova Natie;Verb.Nova Natie;Verb.Nova Natie;Verb.Nova Natie;Verbinding;Connection;Raccordement
51.16676757527753, 4.342805560819178;"{""coordinates"": [4.342805560819178, 51.16676757527753], ""type"": ""Point""}";1719;BE01719;VUMIC;V.UMICORE;V.UMICORE;VERB.HOBOKEN-UMICORE;VERB.HOBOKEN-UMICORE;V.Umicore;V.Umicore;Verb.Hoboken-Umicore;Verb.Hoboken-Umicore;Verb.Hoboken-Umicore;Verb.Hoboken-Umicore;Verbinding;Connection;Raccordement
51.029577695344535, 3.752448334641758;"{""coordinates"": [3.752448334641758, 51.029577695344535], ""type"": ""Point""}";1724;BE01724;FUGW;GENTBR-PCW;GENTBR-PCW;GENTBRUGGE-PERRON C.W.;GENTBRUGGE-PERRON C.W.;Gentbr-PCW;Gentbr-PCW;Gentbrugge-Perron CW;Gentbrugge-Perron CW;Gentbrugge-Perron C.W.;Gentbrugge-Perron C.W.;Diensthalte;Service stop;Point d'arrêt de service
50.822810988701384, 4.247584807962418;"{""coordinates"": [4.247584807962418, 50.822810988701384], ""type"": ""Point""}";1904;BE01904;1904;BR-FL L50C;BR-VL L50C;FRONT. BRUXELLES-FLANDRE L50C;GRENS BRUSSEL-VLAANDEREN L50C;Br-Fl L50C;Br-Vl L50C;Front. Br-Fl L50C;Grens Br-Vl L50C;Front. Bruxelles-Flandre L50C;Grens Brussel-Vlaanderen L50C;6;6;6
50.92739889320508, 3.983556060456235;"{""coordinates"": [3.983556060456235, 50.92739889320508], ""type"": ""Point""}";2132;BE02132;2132;L50A-S292;L50A-S292;LIJN 50A-SEINEN 292;LIJN 50A-SEINEN 292;L50A-S292;L50A-S292;Lijn 50A-Seinen 292;Lijn 50A-Seinen 292;Lijn 50A-Seinen 292;Lijn 50A-Seinen 292;Blocksein met melding;Net borde;Signal de bloc avec repérage
51.00809603829955, 3.773088144889906;"{""coordinates"": [3.773088144889906, 51.00809603829955], ""type"": ""Point""}";2135;BE02135;2135;L50A-S467;L50A-S467;LIJN 50A-SEINEN 467;LIJN 50A-SEINEN 467;L50A-S467;L50A-S467;Lijn 50A-Seinen 467;Lijn 50A-Seinen 467;Lijn 50A-Seinen 467;Lijn 50A-Seinen 467;Blocksein met melding;Net borde;Signal de bloc avec repérage
50.89195621239934, 4.428009322047175;"{""coordinates"": [4.428009322047175, 50.89195621239934], ""type"": ""Point""}";397;BE00397;397;BR-FL L36N;BR-VL L36N;FRONT. BRUXELLES-FLANDRE L36N;GRENS BRUSSEL-VLAANDEREN L36N;Br-Fl L36N;Br-Vl L36N;Front. Br-Fl L36N;Grens Br-Vl L36N;Front. Bruxelles-Flandre L36N;Grens Brussel-Vlaanderen L36N;6;6;6
50.70280103984327, 5.132586312889414;"{""coordinates"": [5.132586312889414, 50.70280103984327], ""type"": ""Point""}";437;BE00437;437;WA-FL 2 L2;WA-VL 2 L2;FRONT. WALLONIE-FLANDRE 2 L2;GRENS WALLONIE-VLAANDEREN 2 L2;Wa-Fl 2 L2;Wa-Vl 2 L2;Front. Wa-Fl 2 L2;Grens Wa-Vl 2 L2;Front. Wallonie-Flandre 2 L2;Grens Wallonië-Vlaanderen 2 L2;6;6;6
50.748359558099246, 5.777144124621691;"{""coordinates"": [5.777144124621691, 50.748359558099246], ""type"": ""Point""}";1772;BE01772;1772;WA-FL L24;WA-VL L24;FRONT. WALLONIE-FLANDRE L24;GRENS WALLONIE-VLAANDEREN L24;Wa-Fl L24;Wa-Vl L24;Front. Wa-Fl L24;Grens Wa-Vl L24;Front. Wallonie-Flandre L24;Grens Wallonië-Vlaanderen L24;6;6;6
50.74899536721568, 5.707738402865822;"{""coordinates"": [5.707738402865822, 50.74899536721568], ""type"": ""Point""}";1774;BE01774;1774;FL-WA L24/1;VL-WA L24/1;FRONT. FLANDRE-WALLONIE L24/1;GRENS VLAANDEREN-WALLONIE 24/1;Fl-Wa L24/1;Vl-Wa L24/1;Front. Fl-Wa L24/1;Grens Vl-Wa L24/1;Front. Flandre-Wallonie L24/1;Grens Vlaanderen-Wallonië 24/1;6;6;6
50.75737043368329, 5.521759925376799;"{""coordinates"": [5.521759925376799, 50.75737043368329], ""type"": ""Point""}";1779;BE01779;1779;WA-FL L34;WA-VL L34;FRONT. WALLONIE-FLANDRE L34;GRENS WALLONIE-VLAANDEREN L34;Wa-Fl L34;Wa-Vl L34;Front. Wa-Fl L34;Grens Wa-Vl L34;Front. Wallonie-Flandre L34;Grens Wallonië-Vlaanderen L34;6;6;6
50.75024963268392, 5.69652000539148;"{""coordinates"": [5.69652000539148, 50.75024963268392], ""type"": ""Point""}";1781;BE01781;1781;WA-FL L40;WA-VL L40;FRONT. WALLONIE-FLANDRE L40;GRENS WALLONIE-VLAANDEREN L40;Wa-Fl L40;Wa-Vl L40;Front. Wa-Fl L40;Grens Wa-Vl L40;Front. Wallonie-Flandre L40;Grens Wallonië-Vlaanderen L40;6;6;6
50.87056850184383, 4.28556860814999;"{""coordinates"": [4.28556860814999, 50.87056850184383], ""type"": ""Point""}";1782;BE01782;1782;BR-FL L50;BR-VL L50;FRONT. BRUXELLES-FLANDRE L50;GRENS BRUSSEL-VLAANDEREN L50;Br-Fl L50;Br-Vl L50;Front. Br-Fl L50;Grens Br-Vl L50;Front. Bruxelles-Flandre L50;Grens Brussel-Vlaanderen L50;6;6;6
50.82271853162751, 4.247494852299234;"{""coordinates"": [4.247494852299234, 50.82271853162751], ""type"": ""Point""}";1783;BE01783;1783;BR-FL L50A;BR-VL L50A;FRONT. BRUXELLES-FLANDRE L50A;GRENS BRUSSEL-VLAANDEREN L50A;Br-Fl L50A;Br-Vl L50A;Front. Br-Fl L50A;Grens Br-Vl L50A;Front. Bruxelles-Flandre L50A;Grens Brussel-Vlaanderen L50A;6;6;6
50.797358375516545, 2.955087265417901;"{""coordinates"": [2.955087265417901, 50.797358375516545], ""type"": ""Point""}";1786;BE01786;1786;WA-FL L69;WA-VL L69;FRONT. WALLONIE-FLANDRE L69;GRENS WALLONIE-VLAANDEREN L69;Wa-Fl L69;Wa-Vl L69;Front. Wa-Fl L69;Grens Wa-Vl L69;Front. Wallonie-Flandre L69;Grens Wallonië-Vlaanderen L69;6;6;6
50.7216320884929, 4.172321419971221;"{""coordinates"": [4.172321419971221, 50.7216320884929], ""type"": ""Point""}";1790;BE01790;1790;FL-WA 1 L94;VL-WA 1 L94;FRONT. FLANDRE-WALLONIE 1 L94;GRENS VLAANDEREN-WALLONIE1 L94;Fl-Wa 1 L94;Vl-Wa 1 L94;Front. Fl-Wa 1 L94;Grens Vl-Wa 1 L94;Front. Flandre-Wallonie 1 L94;Grens Vlaanderen-Wallonië1 L94;6;6;6
50.80172918346389, 4.303588038601937;"{""coordinates"": [4.303588038601937, 50.80172918346389], ""type"": ""Point""}";1793;BE01793;1793;BR-FL L96;BR-VL L96;FRONT. BRUXELLES-FLANDRE L96;GRENS BRUSSEL-VLAANDEREN L96;Br-Fl L96;Br-Vl L96;Front. Br-Fl L96;Grens Br-Vl L96;Front. Bruxelles-Flandre L96;Grens Brussel-Vlaanderen L96;6;6;6
50.706298950401866, 4.212872429884716;"{""coordinates"": [4.212872429884716, 50.706298950401866], ""type"": ""Point""}";1794;BE01794;1794;FL-WA L96;VL-WA L96;FRONT. FLANDRE-WALLONIE L96;GRENS VLAANDEREN-WALLONIE L96;Fl-Wa L96;Vl-Wa L96;Front. Fl-Wa L96;Grens Vl-Wa L96;Front. Flandre-Wallonie L96;Grens Vlaanderen-Wallonië L96;6;6;6
50.9004588170747, 4.426599755101946;"{""coordinates"": [4.426599755101946, 50.9004588170747], ""type"": ""Point""}";1815;BE01815;1815;BR-FL L36C/2;BR-VL L36C/2;FRONT. BRUXELLES-FLANDRE 36C/2;GRENS BRUSSEL-VLAANDEREN 36C/2;Br-Fl L36C/2;Br-Vl L36C/2;Front. Br-Fl L36C/2;Grens Br-Vl L36C/2;Front. Bruxelles-Flandre 36C/2;Grens Brussel-Vlaanderen 36C/2;6;6;6
50.46468648648759, 3.829037691009771;"{""coordinates"": [3.829037691009771, 50.46468648648759], ""type"": ""Point""}";1132;BE01132;LTT;TERTRE;TERTRE;TERTRE;TERTRE;Tertre;Tertre;Tertre;Tertre;Tertre;Tertre;Diensthalte;Service stop;Point d'arrêt de service
51.006658165424646, 4.987321399197209;"{""coordinates"": [4.987321399197209, 51.006658165424646], ""type"": ""Point""}";1270;BE01270;GZC;ZICHEM;ZICHEM;ZICHEM;ZICHEM;Zichem;Zichem;Zichem;Zichem;Zichem;Zichem;Stopplaats;Stop in open track;Point d'arrêt
50.86839848514289, 4.274515963982332;"{""coordinates"": [4.274515963982332, 50.86839848514289], ""type"": ""Point""}";488;BE00488;MGA;G-BIJGAARDEN;G-BIJGAARDEN;GROOT-BIJGAARDEN;GROOT-BIJGAARDEN;G-Bijgaarden;G-Bijgaarden;Groot-Bijgaarden;Groot-Bijgaarden;Groot-Bijgaarden;Groot-Bijgaarden;Stopplaats;Stop in open track;Point d'arrêt
50.92004304051835, 3.791056533864412;"{""coordinates"": [3.791056533864412, 50.92004304051835], ""type"": ""Point""}";105;BE00105;FGED;BALEGEM-DORP;BALEGEM-DORP;BALEGEM-DORP;BALEGEM-DORP;Balegem-Vill;Balegem-Dorp;Balegem-Village;Balegem-Dorp;Balegem-Village;Balegem-Dorp;Stopplaats;Stop in open track;Point d'arrêt
50.45662378972361, 5.567151863844289;"{""coordinates"": [5.567151863844289, 50.45662378972361], ""type"": ""Point""}";277;BE00277;MCT;COMBL-TOUR;COMBL-TOUR;COMBLAIN-LA-TOUR;COMBLAIN-LA-TOUR;Combl-Tour;Combl-Tour;Comblain-la-Tour;Comblain-la-Tour;Comblain-la-Tour;Comblain-la-Tour;Stopplaats;Stop in open track;Point d'arrêt
50.750527352637484, 5.535236934399886;"{""coordinates"": [5.535236934399886, 50.750527352637484], ""type"": ""Point""}";470;BE00470;LGL;GLONS;GLONS;GLONS;GLONS;Glons;Glaaien;Glons;Glaaien;Glons;Glaaien;Stopplaats;Stop in open track;Point d'arrêt
